userId,bookIndex,score
13730,1362,1
17114,745,4
5708,2117,5
69622,821,3
8316,31,1
44894,1955,3
23054,687,4
12811,1643,2
5386,1958,2
22239,703,5
69520,1651,5
28302,1405,3
61980,1315,5
75842,335,2
34018,1608,1
16252,814,4
48499,137,5
2019,519,1
13553,700,3
73699,104,1
17576,352,5
25765,388,3
3328,1129,5
2861,164,5
72539,1297,3
11100,971,5
34066,825,3
41098,1993,1
44506,2133,2
30912,1644,3
44368,2003,3
78968,2165,5
75970,517,2
63470,1866,3
62483,2267,5
66573,1885,2
8176,1648,2
19441,835,2
20114,1898,2
73390,758,4
36955,2040,4
55904,58,2
30894,1231,1
33981,8,5
78462,1639,1
30318,1866,3
77175,1481,5
76531,2169,3
25950,2098,3
66380,628,3
2355,1750,5
6891,1794,4
5127,658,2
42703,1699,1
69961,2195,4
73974,703,2
2195,1855,5
3629,1606,2
12199,323,2
77570,833,3
63664,592,4
77086,75,3
45190,219,2
28991,1726,1
74831,1049,1
14324,15,1
69911,1641,3
13891,1003,4
10861,576,2
54963,2275,1
21168,308,2
51728,1205,2
17667,1994,2
61380,917,5
38848,2015,5
70738,1589,2
55361,1678,4
38846,2022,2
17661,1868,2
69201,834,5
64683,19,5
59360,1045,1
50277,1886,4
15528,2232,5
27137,2138,2
70321,2044,2
52282,1813,3
2427,458,2
26441,1965,2
43197,219,2
33134,2118,3
19185,1923,5
72070,2015,2
46600,2003,2
39943,2116,3
73178,310,1
52997,1426,1
63554,798,5
68795,1437,3
6137,641,4
66022,1940,2
32657,1945,3
6586,1840,2
48471,2132,2
59477,463,4
37155,761,3
70348,965,2
75586,1761,1
65937,1883,2
16739,552,5
74447,1225,2
70062,1966,1
73940,1663,4
21293,1898,4
73306,41,5
14230,1988,4
60664,899,3
13168,824,3
74408,2300,3
17523,1980,1
21604,679,4
11305,962,5
59593,1503,4
4438,1139,2
13768,2041,3
20559,1229,2
38148,499,5
14974,391,1
78897,1208,1
12530,1299,2
61515,1601,4
41082,884,4
42500,1674,2
11957,867,4
42060,1484,4
43083,1322,2
5663,1605,1
68064,426,4
70110,373,4
37937,765,5
64459,2127,1
13402,1764,4
22200,764,4
16253,81,5
72291,1856,5
51345,420,1
23033,470,5
50143,467,1
23230,150,4
2713,1507,2
17768,1304,2
66471,1012,2
56242,882,4
30116,1397,3
11070,126,2
41977,270,4
65971,1337,5
63498,146,5
78515,509,2
9002,307,4
36095,2142,5
63818,558,5
62171,1874,5
22018,364,5
3945,449,4
74683,1519,5
26248,617,3
28187,846,3
76262,1013,1
78559,1652,2
48105,1169,1
64840,1067,4
72128,1203,5
37877,2325,3
22865,348,3
57977,806,2
74775,734,1
23757,1975,3
50834,1020,5
25792,1036,1
61894,348,4
8978,780,5
14900,1052,3
22829,882,2
3597,1251,3
15227,1480,5
20014,1691,3
67341,1610,2
24959,846,3
74218,637,1
49623,362,2
2201,844,5
16580,1775,1
58561,1242,2
27578,547,4
47596,123,4
21251,949,1
2010,1533,5
1120,238,4
68405,652,1
5082,491,5
27976,1997,2
2911,1863,5
16477,817,3
18293,518,4
65764,1666,2
47757,299,2
73662,621,4
13593,1820,2
26302,452,4
71584,1447,1
64088,337,1
35348,2273,3
31589,51,5
74898,1535,5
22864,217,4
58202,344,4
18707,1939,1
75107,1526,4
19361,1333,2
28741,1495,4
57432,1289,5
47889,150,4
21597,913,5
6775,591,2
7528,1346,1
13276,1541,2
73412,972,2
76484,1712,3
35720,54,2
47806,1109,4
19253,1057,2
17244,1042,3
34265,1394,2
20169,350,3
67230,729,2
57391,1979,5
40024,1404,4
50278,104,4
25129,2220,2
33566,2315,3
10684,783,5
32381,1486,4
18947,1398,1
47670,1876,1
23925,18,3
57043,255,5
5074,1012,2
43593,930,4
51202,1551,4
54436,2187,5
46079,819,1
64262,1368,3
69631,1240,2
18986,1293,3
54808,1332,1
54721,1525,3
48448,881,2
19382,1811,2
6724,894,1
70547,1435,4
43898,1751,3
53565,2086,5
73773,1488,4
77659,517,4
6262,1359,2
46990,793,2
32370,1577,1
57049,2196,5
18459,1041,1
21204,2283,3
29439,667,4
63244,639,2
52651,1328,2
17052,2077,5
2454,21,3
8011,619,4
68573,1312,4
47982,1033,1
63546,1487,2
43369,1716,4
38755,957,5
16034,142,3
66530,221,4
2321,455,4
19421,2077,1
34297,2063,2
22518,1737,4
76852,2042,2
19076,1331,3
13749,2065,4
34333,1870,3
53440,934,2
20483,540,1
2153,2214,3
69503,1289,4
59967,1801,1
30713,1794,5
45484,314,3
25066,1038,3
35042,443,5
16955,1293,4
20248,1162,5
14770,1276,2
53467,1024,2
74382,1987,5
51145,752,3
23026,1993,5
44650,1734,3
12103,158,3
2876,1625,4
32457,169,4
52129,459,5
57339,1114,1
6202,190,4
46796,885,3
52184,762,3
59796,2155,4
15555,296,2
60681,1509,3
65493,1566,1
51462,1757,5
36739,2323,5
50978,1453,4
8400,1242,4
59323,2030,5
17554,1471,5
36136,693,2
31356,1526,5
28795,863,3
3626,965,4
37960,796,1
14749,1271,3
33336,283,1
44336,677,1
29815,2240,2
35371,837,4
70923,1967,2
66209,1919,2
50915,1493,3
35839,394,5
73742,58,5
25595,1711,2
72267,1886,1
22671,294,1
69992,2301,5
11547,647,2
23748,1407,2
60119,1855,1
57683,2083,2
75279,1531,5
13035,638,2
55272,2131,3
64154,1479,5
38895,1429,1
68091,650,4
16351,62,3
12545,2100,2
39182,664,1
13888,1545,4
57661,2272,2
21233,1522,5
12016,1258,1
70616,582,1
9598,1261,4
61858,326,4
37985,1905,1
15044,2052,4
28924,1999,5
9065,149,4
14413,1063,2
42300,1958,3
42746,414,1
28283,749,3
21783,547,5
52672,645,2
66843,1527,2
21641,798,2
65779,2072,5
73096,1623,2
65527,313,3
10947,146,5
51522,1552,2
64862,1460,5
41258,1336,2
3063,1883,3
71417,78,4
13959,2327,5
71514,1842,1
18602,240,3
43269,2080,3
69075,1548,4
40406,25,2
15679,710,1
74719,1520,1
28740,1413,1
52849,600,3
71174,958,2
78720,2253,2
49666,1123,5
76480,1772,3
21758,2067,3
459,1782,4
20993,1095,3
66399,1403,1
78491,716,5
55402,992,4
8460,582,3
38438,2133,3
28510,722,1
24182,1641,5
14887,162,2
63124,1578,3
540,1617,1
63622,2028,1
26748,2128,3
27862,17,2
59345,1469,3
4467,1183,4
3946,1154,5
7200,1243,1
27369,2043,1
71758,279,2
35979,1104,2
48821,2171,3
28005,15,4
19630,58,1
52358,435,3
43421,853,1
63514,846,2
72017,1239,2
78314,1914,1
44316,1514,1
3098,724,2
31884,711,2
30112,254,1
76597,1024,3
61598,1213,4
67302,49,1
41078,1965,3
41380,649,3
28785,1909,3
76178,881,2
53203,913,4
39709,1609,3
72559,1357,4
46750,1982,2
33974,1918,1
67151,642,3
33064,1462,3
7644,1723,2
63672,1481,1
38340,2046,5
51692,291,3
43851,215,3
25904,1574,3
34122,873,3
45608,950,5
47054,264,3
3736,1016,3
52998,1825,4
5807,25,3
30845,2137,1
32634,1711,5
52045,2101,3
3219,197,4
48186,1421,3
51344,831,1
11907,1880,5
53493,1018,2
33727,1812,4
56307,2190,4
36416,1059,3
17066,1911,1
42910,821,3
46423,1716,2
23307,371,2
4229,1246,5
76627,1250,5
17290,1205,3
16891,1712,3
34471,57,1
62387,1878,5
39083,870,2
12262,354,5
16980,1934,2
43467,2320,2
46435,857,3
16015,2012,4
15847,2164,2
68487,861,3
57949,50,2
52671,944,1
54539,1779,1
20254,2248,4
44893,186,2
6345,1269,2
6452,944,4
22248,1385,2
14692,1694,4
64690,1067,3
20633,2030,4
688,1222,1
79049,1290,5
40603,2086,1
73621,1125,5
52351,890,4
45725,1558,2
8195,363,3
5976,848,4
14023,2220,2
10320,2070,2
70945,2165,4
66774,726,2
23466,2242,3
79762,1118,4
4168,130,5
79716,249,4
71720,970,5
75520,1680,4
45283,788,1
53223,710,1
17821,516,5
71645,1714,2
17462,1897,5
555,1546,4
58773,1378,5
57812,452,1
72247,2215,4
60268,2119,4
56250,556,2
49545,384,5
61104,2299,1
70176,335,3
38163,689,5
40759,641,4
15261,1868,2
43399,812,5
38973,1224,4
55053,2150,1
6868,1316,2
58629,1065,4
42812,672,5
24611,850,4
59804,942,5
18175,1050,3
46600,402,3
21336,1091,4
47990,2018,2
75734,1264,4
54654,1800,2
69735,1867,3
29669,2178,4
75797,1833,2
25200,1503,1
66824,333,3
65276,188,3
62562,2252,4
43560,401,5
18377,1624,1
43274,2240,3
50378,842,4
44524,2311,5
10199,1075,2
55732,1177,1
26976,811,3
26626,1906,3
25921,2177,3
62295,924,5
51226,7,3
24195,312,3
28333,1043,5
67519,838,1
26198,1172,2
8530,1525,3
37805,459,2
50279,1050,2
72190,686,4
44685,1067,1
77671,930,5
17283,151,5
11500,1016,3
79969,766,3
28231,1088,3
48456,677,2
55604,1373,5
44659,1221,1
8557,687,4
69673,256,3
4668,573,4
60183,1263,2
7783,785,1
65163,846,5
16937,702,3
9091,1118,2
24187,999,2
29497,37,5
5309,1986,3
9237,566,5
21161,450,3
29482,1947,4
69377,1603,2
79936,2153,4
19381,413,3
73245,1206,4
62561,1941,1
10387,77,4
31425,1125,1
53515,2129,5
62909,2167,3
59431,838,4
67572,227,4
47663,2299,2
27778,2105,4
56360,1821,2
58648,1314,5
43990,45,5
57778,2233,4
920,2320,4
5345,1185,1
38404,49,1
43226,1274,4
44117,1291,2
42617,2261,1
36986,1342,5
40669,783,1
72123,2023,3
71559,418,2
76402,2164,3
75895,1851,3
38682,1533,2
7845,2072,1
6789,1704,1
23333,97,2
41964,1,2
64798,895,2
8867,1472,5
73735,1403,4
8222,1212,3
49248,2224,2
28592,1391,3
14319,660,5
19822,269,3
13463,1261,5
6483,704,3
27345,428,4
66596,1307,2
48698,860,3
18338,2327,4
32129,651,1
49775,1523,4
36710,2149,3
76209,2186,2
4665,427,4
14621,2326,5
14557,1229,1
74022,517,4
77604,1207,5
65007,711,5
39837,1185,5
13874,635,4
42057,2289,2
46826,598,2
31278,1283,1
8665,2237,4
64878,238,1
50493,881,3
47113,2030,1
74931,270,2
67595,1506,5
4100,533,4
65764,908,2
62951,912,4
40480,2107,2
9418,610,1
11397,1268,1
16119,597,4
29675,1259,4
20963,2140,1
60765,551,2
17326,206,3
49053,986,2
77788,1085,1
9439,1044,3
72163,2101,4
25915,1248,5
37052,1577,1
1814,2024,4
45021,528,1
28032,2153,4
63794,1648,3
52773,364,3
78236,430,4
42916,135,1
64464,1133,2
16934,404,2
69274,2123,5
17091,728,1
35288,599,3
55955,1036,3
9230,17,2
43272,1275,1
75582,304,1
46449,1598,1
25929,1283,5
18846,127,3
3408,1979,3
8190,358,1
68935,171,5
75061,1644,5
50537,2239,4
53259,185,4
32751,225,2
74516,1387,4
22284,1057,3
29556,357,4
70332,330,2
53199,2171,3
42053,15,4
18440,1369,2
55354,560,5
67688,2236,3
8206,1450,5
77015,1872,3
65087,1002,4
48267,917,3
30812,2089,5
62106,276,5
27011,1715,4
78597,1079,5
74254,2238,5
78241,1524,1
75275,593,4
19873,103,3
72089,628,4
23024,2307,5
23560,2208,4
37317,971,1
76240,1686,3
79205,2141,1
17613,2206,5
64831,177,3
44716,2105,2
76947,2022,3
70455,852,5
30941,1238,1
61263,1676,2
62786,1932,5
15280,221,1
64276,1017,5
50897,1087,1
53996,576,5
61475,405,3
9448,2043,4
73180,1072,4
69969,1110,2
34010,1396,3
49895,1891,3
77599,1957,3
12086,1923,1
24633,1112,3
11323,1119,1
36746,1896,4
388,1486,2
46789,1305,5
26231,2321,4
17026,287,3
22314,2022,4
33478,1444,5
75145,144,3
20088,503,5
16667,1574,5
9060,181,1
9200,744,2
4912,223,1
74590,1530,2
24301,775,1
75000,2270,4
22055,857,4
10215,356,4
55950,2073,4
34769,1372,3
6151,743,5
19465,415,3
45374,2225,1
49672,581,4
63557,2262,2
42746,678,3
8280,621,2
20524,190,2
9226,763,4
40741,1128,1
8117,401,4
4883,2320,5
70075,2049,3
44969,533,1
72609,641,4
51385,1818,1
6567,393,2
32744,2188,4
2497,620,4
34199,372,4
26357,458,1
27799,2110,4
57103,239,2
27924,1550,3
61792,2311,4
20983,18,4
39414,1115,5
63378,2034,4
71936,1097,1
11427,1961,3
13212,1243,5
21118,312,4
17057,535,3
21447,1582,3
56939,1279,4
44983,1492,3
61270,1921,5
68510,362,3
1083,384,1
23752,1169,5
71647,537,3
50091,2097,3
78419,2183,5
59098,2015,4
54061,1663,5
10148,1612,2
11558,1272,5
28390,837,2
5281,196,2
72038,880,5
76038,356,1
58614,1632,4
69803,2151,3
19810,162,5
72183,771,1
61231,1139,5
57895,2129,5
67156,793,3
29071,2240,1
49062,54,3
51116,450,1
26267,31,4
11721,1561,1
58562,1673,2
40925,1757,4
59488,1017,4
47178,2281,4
59659,2280,1
10980,1030,1
70582,209,1
11001,460,2
24514,2268,1
59338,95,4
11213,61,5
14410,2303,2
41422,1317,3
8946,1396,2
6484,614,4
28182,202,1
34807,1113,2
49708,325,1
53422,1893,4
60065,1834,5
17808,1417,4
10466,1258,3
17548,1888,5
48974,828,1
16756,123,5
34209,737,3
56159,2021,3
70600,1406,3
66414,1846,2
16839,1847,4
25637,524,5
56030,126,4
60954,911,2
66468,647,3
39718,350,1
41130,1110,4
70205,458,5
26087,2019,5
53438,2202,1
50064,1674,5
23625,1777,4
10320,514,1
5413,681,1
76257,908,5
76073,405,3
61826,452,1
28537,1193,4
18165,1077,1
43808,51,1
29594,2009,4
67089,206,2
19935,222,1
20030,1093,5
63007,1674,3
39834,884,1
39312,786,4
45007,355,1
41999,139,3
43950,1934,4
33080,1015,2
73995,2113,4
40093,207,2
67288,115,3
71550,2113,2
33923,2175,1
46866,1469,1
49660,2241,4
53493,1135,2
53326,1269,1
15393,775,3
22725,1488,1
16839,558,3
60675,1426,5
47463,1267,1
39788,940,5
68028,307,2
76173,1541,3
32167,535,3
58078,2135,1
43683,2266,3
65631,1115,1
63571,1724,3
76,2225,2
12252,583,1
7141,1326,5
15711,577,1
2023,1555,4
3934,170,3
78919,891,3
34030,1246,5
66332,1375,5
36112,1610,4
19424,575,3
23829,792,3
63230,1019,5
9809,1350,3
30729,40,5
63832,2012,4
7896,881,3
43813,1081,1
72545,1390,5
12598,241,4
71296,334,4
55559,370,3
3708,1224,1
13838,1598,3
7340,1424,1
2852,1141,5
60627,257,1
60403,52,5
30937,648,3
78707,2001,3
40324,1322,3
5386,2167,5
54746,486,5
34734,1426,4
29559,1924,2
62684,1455,3
4646,2164,2
41324,884,4
10149,487,1
62486,1671,5
5434,2168,3
61000,175,4
28055,1453,4
57088,1473,4
68947,1962,4
7772,1573,5
25151,594,3
76745,1966,5
52334,2192,3
58416,989,1
41819,1216,5
68564,141,3
44926,487,5
25385,649,5
7614,1308,4
77877,823,3
73961,481,5
17598,1179,2
46271,1120,3
64331,1024,3
33597,408,4
26756,1032,3
77481,288,5
5261,1893,3
28197,1564,3
40879,336,2
48352,831,4
42882,281,1
64264,2256,5
53988,1024,5
39313,779,5
69183,223,5
37003,1643,4
15281,653,2
27458,90,5
66581,823,2
4362,823,2
5816,1314,4
16601,1286,2
18200,1804,1
3048,15,1
48174,250,3
43521,266,2
27475,741,5
44783,586,5
71646,2192,2
65951,1139,1
9977,130,4
42014,477,1
6996,761,3
8198,2287,3
70684,1279,2
20687,1908,5
59446,2241,4
53105,1869,5
68371,669,5
4997,1788,4
60032,1846,3
25952,1494,5
71689,176,3
22779,368,1
65638,644,3
6292,1201,3
4488,1813,1
36711,165,5
17618,261,4
38254,2268,2
40743,1815,5
52701,1453,2
57849,803,2
54446,1753,1
30730,1448,2
76278,1859,1
67539,1088,4
78401,1676,5
22565,881,1
13060,1753,2
3426,291,4
36093,85,3
4683,81,1
20817,132,5
11642,33,2
1012,1307,4
2176,1440,4
72906,153,4
73861,1202,5
23952,291,3
38872,321,5
17787,2207,3
6830,94,4
4451,604,3
62197,189,3
34756,185,4
21054,274,1
37475,1847,3
6237,472,3
68746,305,2
62945,1021,1
25368,2116,1
29304,318,4
45569,172,4
52610,361,2
9121,1438,1
75537,447,3
3566,616,5
33750,1004,5
608,701,5
46241,198,4
57581,2060,3
33814,736,2
25868,1199,4
3901,1046,4
71404,1273,5
17213,2287,1
30045,2022,5
36012,961,3
76146,933,2
59642,358,2
30737,560,5
23371,1553,4
50048,441,1
22955,1486,2
9946,838,1
65918,1859,1
25793,1616,5
11231,268,1
58157,768,2
26736,1900,3
53970,1853,2
36255,1310,2
48859,1303,5
70299,2069,2
39148,1171,2
35996,1266,2
15294,1131,4
36877,242,4
416,1824,4
5899,1612,1
40230,888,4
11963,923,1
37185,1686,1
62295,888,2
16856,1989,1
9424,1122,5
18378,696,3
77910,605,3
67778,969,1
35506,1387,3
29610,257,1
37183,1582,3
38720,1713,2
77218,1438,2
11931,2223,3
39346,1174,3
19962,1183,1
46070,903,1
53700,764,3
61836,624,2
23348,1662,2
49788,2067,3
77512,1928,3
59479,555,2
76734,1434,2
54766,1226,3
46519,2162,3
48638,2036,2
42113,230,2
32332,866,4
65329,743,1
39755,1568,4
77824,241,3
59446,481,3
36127,1308,2
42093,1731,3
45365,1791,4
23743,33,2
39980,2270,5
71597,2176,4
15394,1590,5
61513,1830,2
51819,308,3
6836,1529,1
63397,1246,3
34792,1807,1
75615,924,3
6270,117,1
60215,1031,3
26290,779,1
43074,723,5
3053,1451,4
25383,2235,1
68258,1140,4
27000,564,2
10976,1926,5
23036,1928,5
10475,1136,3
76564,1086,2
19081,1957,3
31216,1906,4
10653,708,4
61217,1400,1
66185,420,5
21812,1533,2
40955,1263,1
31678,78,1
33245,1594,1
65015,445,3
19381,1919,4
36885,2200,3
3096,2116,3
50932,1799,3
78928,1153,5
48201,2215,5
59857,2052,3
55223,2035,3
49628,1182,5
7339,1905,2
77934,1260,5
55219,1070,5
44271,88,1
23165,1672,1
63409,725,4
47640,1537,3
47169,1417,2
10966,117,3
9585,429,5
27822,399,3
53568,147,5
47876,1493,2
38579,1900,5
62604,2063,1
47442,1661,5
7631,689,3
6268,169,1
73831,206,1
7078,1852,1
65982,2047,2
51250,1969,5
28068,1340,4
66526,1382,5
24262,768,1
78656,653,3
68402,331,5
55296,1192,2
4685,1054,1
10646,2292,2
63669,2063,2
48497,757,3
4882,1795,4
599,98,3
29765,1933,1
16540,2071,5
55876,1627,4
26970,1542,3
32872,991,3
55944,640,5
14992,49,5
3946,704,3
28990,46,1
46929,147,5
59847,1683,4
2479,641,5
73969,1594,4
38596,112,4
42065,963,2
5018,467,3
16960,1942,4
59790,2091,1
66584,804,1
58782,1715,3
41114,2148,1
71727,958,2
57674,1333,1
11142,1193,5
57318,174,3
49106,2050,1
61667,768,5
54384,473,2
30685,1356,1
70005,807,5
78301,1101,2
47517,156,5
75815,1133,5
32405,579,5
10856,28,3
13755,2134,1
79116,2081,2
62313,1627,4
70574,1005,2
18432,544,3
59170,287,2
69958,1861,2
15114,2105,1
34927,1065,3
51891,1794,3
18034,522,1
7456,559,1
59796,150,5
59084,1638,1
40999,1438,2
37261,767,1
42277,273,2
77444,109,2
2314,1318,1
64315,1444,2
44293,1830,1
65390,1751,2
57139,2283,3
30872,1771,3
18967,2327,3
69294,574,1
27165,1418,5
9454,757,5
70469,977,3
3373,79,5
34706,1303,5
45162,1832,4
16440,467,2
57295,746,5
75163,1784,5
32392,2209,1
819,1168,3
51130,2035,5
45888,1504,2
1280,1923,2
65439,1501,4
33859,716,3
9725,2003,3
63644,145,4
58709,83,1
35911,909,1
48739,1013,5
40135,944,3
24323,656,4
22788,132,4
12060,2073,5
7492,230,3
41020,916,2
11870,597,3
43233,458,5
79966,417,4
13575,1081,2
59785,202,4
61622,695,4
28098,1744,5
15443,646,2
70003,563,4
78204,444,3
28454,1865,2
76074,956,1
63431,2092,4
7499,1167,5
67643,1334,5
71586,2151,5
28411,756,1
17303,710,2
57411,2295,1
54435,2072,4
17655,1487,5
34893,1570,5
8167,1103,5
31300,469,5
47935,716,4
77299,181,4
71679,1644,1
12807,1045,3
32459,646,4
47017,324,4
6912,101,3
77337,1545,4
78469,1910,4
7698,1700,2
35941,982,4
33027,1630,2
40373,612,1
26853,17,3
44323,1329,2
7802,1915,3
63301,1376,3
68008,1786,5
9134,816,4
53166,377,1
48772,2132,4
27953,1200,4
69485,1006,1
12664,2210,4
67346,872,4
46401,1510,4
42031,173,1
43851,1088,4
16569,1354,5
14358,947,4
16022,2236,4
52635,1610,1
11914,87,3
78219,624,5
52139,1323,2
71694,513,2
66764,1777,3
71429,2040,5
67533,1427,1
7393,900,2
23207,1347,2
26523,1286,1
47857,754,2
68258,1923,4
75764,1307,1
23511,1147,5
29529,1170,1
54755,664,2
27206,471,1
42483,558,4
21269,31,2
61807,1724,4
19353,1474,1
74650,214,2
25275,359,1
79708,52,2
63200,2273,4
35253,1141,5
33506,1284,4
47250,2275,3
26407,680,1
46270,1312,1
48767,716,3
70697,2015,2
5167,1893,5
12026,429,1
34928,1864,4
11738,2085,3
42153,999,5
36596,1127,2
30153,1731,5
8027,1720,4
61368,1728,1
64543,531,2
27495,193,4
61556,1471,5
51724,443,5
60345,2120,1
38172,979,4
46192,1182,4
50299,1946,2
49311,1789,4
39811,632,4
26808,689,4
48661,1671,3
54750,1907,3
55253,1526,2
47967,798,5
7249,1435,3
43489,1116,2
9309,1913,2
11545,27,1
13742,790,1
51789,2032,2
25531,843,4
59902,996,1
41066,116,4
29545,941,5
26215,1825,2
77413,675,5
13657,281,3
47371,263,5
48633,2011,5
16359,1010,3
67321,951,5
47557,1958,2
79725,289,4
68234,1368,2
48788,1719,1
56739,1879,5
25280,259,2
57383,493,5
67377,1444,2
49454,1105,1
11600,1238,2
23984,304,2
72531,2198,2
46235,517,1
65726,342,4
45113,1606,2
18640,1552,2
1553,693,3
19732,117,2
18120,559,3
19655,1057,2
36275,1924,4
26343,768,4
56588,767,4
41032,1108,3
49578,1520,3
67215,1225,3
54837,764,1
10560,1381,2
47891,1378,2
12235,954,3
43638,27,4
17204,520,5
27630,453,1
58584,1957,1
30654,1374,5
43537,1915,2
4658,2215,4
12065,2260,3
71464,1182,4
53903,1487,4
68933,248,5
38058,443,5
41941,1894,2
58216,1236,5
43456,601,4
65237,249,1
29895,1194,1
68431,570,2
48192,802,1
77077,1251,5
3712,595,2
35567,1200,2
20431,1456,5
30331,207,4
31241,1328,4
17044,905,5
18396,1377,5
21978,1496,3
65826,2083,4
34076,444,4
1514,1010,4
4692,2199,1
63031,688,1
54361,1854,3
78703,403,4
54805,452,3
4207,19,5
7849,2322,3
79655,1320,1
13706,214,1
35332,1378,1
2968,2093,5
61200,2309,2
42229,2249,2
41009,405,2
40928,531,5
14489,2121,5
70266,1868,4
53088,2048,4
21219,11,1
28843,1444,4
53031,1841,3
32161,966,4
35807,239,3
29730,1974,2
34588,1520,5
33506,1999,5
59390,1612,2
44047,940,1
58432,2304,3
18439,1564,3
6631,521,3
40138,1699,5
73799,959,5
71772,133,2
9395,912,3
40460,1897,3
26082,2230,4
62181,1564,4
30384,1713,3
55829,1455,1
76051,87,2
52002,1818,4
57901,140,1
49265,2127,3
50150,1312,3
30972,1115,1
71430,1929,3
78301,175,3
11649,2267,2
1102,923,3
37291,218,1
8893,415,5
47100,181,5
16041,2129,5
34873,587,3
76130,1416,1
33096,2206,1
6007,358,4
49507,2261,3
15871,507,5
27139,1573,1
60919,1162,4
56309,245,3
72826,1319,5
20869,1222,2
44370,317,5
14665,2291,2
23265,1364,1
46590,1312,5
63193,2229,1
41313,1766,4
12393,828,2
27382,1054,4
45112,1503,5
74052,2104,5
46830,456,4
1654,1571,1
64425,1896,3
71631,1651,3
24348,1826,1
4426,72,1
13313,1929,3
12442,1296,5
40133,788,1
32897,821,1
28247,872,4
75310,96,3
41468,1642,1
77091,84,4
21732,1895,3
60730,2134,5
26907,1786,1
73062,660,2
77784,2238,2
77259,1148,3
10323,2150,2
3852,1174,2
73051,618,1
13343,214,3
50797,1300,2
51132,562,1
48594,1397,2
58219,910,1
16645,588,4
10807,353,5
17269,1831,5
10717,2202,1
61809,402,2
7095,813,2
24798,1502,2
76304,540,3
68999,809,3
51186,799,1
26168,833,3
4934,969,5
33023,1481,2
66345,2200,3
36938,120,2
9421,2074,4
61460,2211,4
7261,2298,3
57526,590,4
14997,1373,5
1902,669,1
2945,2309,2
56482,813,5
10296,220,3
5916,2300,3
75072,663,5
73103,1517,5
21056,1439,4
69620,2011,3
77871,1294,5
77855,1275,5
8527,199,1
34361,1625,4
35290,1607,2
53219,487,2
59894,126,1
12626,678,3
36747,380,3
29184,1143,5
66979,1046,3
40836,2127,5
17801,2014,4
50316,2213,4
10499,1871,1
19948,1260,3
68149,264,5
16455,1301,3
20481,1904,3
36001,2118,5
50803,1157,5
74433,1607,5
69259,646,5
34872,2287,4
16090,1994,4
16506,936,5
70995,288,3
9065,336,1
79957,469,5
68739,1972,1
4066,157,5
64461,966,2
25062,31,3
4708,1481,5
4522,281,4
39244,2098,3
62312,1424,2
6302,509,2
47265,1678,3
67332,1856,4
30959,742,5
47845,718,4
29939,1332,4
30203,774,4
32440,2015,4
55521,1966,4
75401,1636,5
38425,974,5
211,2286,4
58104,1792,4
36482,1154,5
56587,2039,2
19436,2054,3
2752,855,3
3813,506,4
67978,2050,2
54279,282,5
47201,1646,4
5965,314,1
72700,25,2
11048,1321,4
8819,1594,1
23294,1365,2
6824,81,5
54929,441,1
30381,1573,5
59958,994,4
30845,1628,2
29455,204,4
76058,1349,3
43934,2291,3
4815,1766,5
59188,2040,3
27729,16,5
35857,1490,2
34651,576,1
5931,1191,5
22188,1004,4
34515,1767,5
28149,958,4
32851,973,2
223,240,1
36872,862,1
10337,995,4
4200,1632,3
47097,424,4
50878,1442,4
65137,1536,4
51783,1644,4
7659,2071,3
37552,654,3
45209,966,2
8289,50,1
73841,375,1
45426,1610,2
56173,1382,3
47754,363,3
23230,1679,5
79795,678,4
21911,205,5
74488,1310,5
23881,2047,3
21063,951,5
54123,52,5
3619,2041,2
50080,654,5
48899,2293,2
25953,1644,5
46207,262,3
3916,1942,1
56579,1703,4
55547,109,3
17828,616,2
41663,812,1
4718,1117,4
55080,518,5
66803,1149,4
79702,1345,4
1059,1168,4
22979,1359,2
20055,513,1
50181,2141,1
75469,1596,3
30339,640,2
9641,1646,5
73321,2008,1
61474,1111,4
41506,15,4
72942,1175,5
14766,1066,4
5349,1708,4
18197,1128,2
52668,2068,2
14983,99,2
52278,1850,4
14711,1166,3
21126,1817,2
66178,300,1
12317,1862,4
49758,1126,5
14955,1983,1
29786,1971,3
18282,170,4
53201,306,3
37041,974,3
9835,759,4
3677,1124,4
23913,1118,5
35653,755,5
41375,675,1
64596,2236,4
33868,36,5
40865,899,3
69184,219,3
68915,409,5
43198,823,1
53733,2299,1
60335,1242,4
53910,1749,1
77777,339,1
63046,151,3
65281,2098,2
22793,2269,1
39843,520,2
4372,2185,5
47226,437,5
15051,1825,2
36711,2031,5
1138,708,5
35354,813,3
18187,281,4
59991,2265,4
45353,962,1
77678,2126,4
15362,987,5
6449,1047,2
52892,213,4
43402,707,3
68621,1874,5
43011,945,5
40872,1337,2
69606,500,2
35071,2093,3
60078,282,2
23096,1695,2
33528,1305,3
308,618,2
39368,1065,2
7182,1915,4
38504,88,3
42808,677,1
35919,1567,1
3044,2095,5
31356,1104,3
44508,1569,4
44517,503,1
14331,1315,2
38278,1447,1
28653,1149,2
32405,1471,4
25396,1032,1
35018,2273,5
39258,803,3
58533,900,1
49775,1927,1
360,36,1
30224,61,2
36907,1820,2
1646,1757,1
24461,2057,3
40177,1557,2
55717,1980,5
12437,2320,1
12873,1449,1
74421,1625,2
71999,1452,5
38732,1941,1
42585,678,4
20960,253,5
26183,1182,3
18201,1960,4
